gene_name,dN,dS,omega,midpoint,tmp_pos
I33_RS07120,0.0309,0.3424,0.0901,1401173,1401173
I33_RS07125,0.0215,0.352,0.06117,1402619,1402619
I33_RS07130,0.0171,0.34,0.05023,1403985.5,1403985.5
I33_RS07135,0.047,0.4105,0.11445,1405435.5,1405435.5
I33_RS07145,0.015,0.4278,0.03495,1406835,1406835
I33_RS07170,0.0292,0.3467,0.08414,1410259.5,1410259.5
I33_RS07180,0.0114,0.2597,0.04391,1411231,1411231
I33_RS07185,0.0035,0.187,0.01847,1412266.5,1412266.5
I33_RS07190,0.10534,0.19598,0.55053,1413818.6,1413818.6
I33_RS07210,0.0124,0.298,0.04173,1418449,1418449
I33_RS07230,0.0189,0.2694,0.07008,1422702.5,1422702.5
I33_RS07240,0.0308,0.2716,0.11341,1423837.5,1423837.5
I33_RS07245,0.0395,0.4628,0.08531,1425156.5,1425156.5
I33_RS07265,0.0256,0.31925,0.08331,1427457.25,1427457.25
I33_RS07270,0.0535,0.3592,0.14891,1428609,1428609
I33_RS07275,0.023225,0.30365,0.059845,1430065.625,1430065.625
I33_RS07285,0.012,0.2444,0.04894,1432237,1432237
I33_RS07290,0.0065,0.1384,0.04731,1433417.5,1433417.5
I33_RS07295,0.0088,0.2558,0.03433,1434053.5,1434053.5
I33_RS07300,0.0218,0.3153,0.0692,1436677.5,1436677.5
I33_RS07310,0.0333,0.4127,0.08079,1438613.5,1438613.5
I33_RS07320,0.01155,0.31625,0.035195,1440048.75,1440048.75
I33_RS07325,0.0098,0.3037,0.03229,1440912,1440912
I33_RS07330,0.0001,0.7566,0.0001,1441466,1441466
I33_RS07345,0.055,0.2028,0.27107,1447396,1447396
I33_RS07350,0.0309333333333333,0.243233333333333,0.182096666666667,1448540.66666667,1448540.66666667
I33_RS07355,0.0139,0.318,0.04385,1449918.5,1449918.5
I33_RS07380,0.0441,0.2602,0.16939,1455555.5,1455555.5
I33_RS07385,0.003,0.2493,0.01188,1456525,1456525
I33_RS07415,0.0008,0.1315,0.00619,1460507.5,1460507.5
I33_RS07420,0.0056,0.4771,0.01174,1461572.5,1461572.5
I33_RS07425,0.0118,0.2693,0.04387,1462279.5,1462279.5
I33_RS07430,0.0848,0.3817,0.22227,1463159,1463159
I33_RS07440,0.0248,0.2992,0.08291,1464611.5,1464611.5
I33_RS07450,0.0161,0.3228,0.04995,1466166,1466166
I33_RS07465,0.0387,0.5594,0.0692,1468442,1468442
I33_RS07470,0.0835,1.31,0.06376,1469430.5,1469430.5
I33_RS07480,0.0084,0.2226,0.03767,1470934.5,1470934.5
I33_RS07485,0.0143,0.3187,0.04473,1472447.5,1472447.5
I33_RS07500,0.012,0.2655,0.04529,1474060.5,1474060.5
I33_RS07505,0.0086,0.1896,0.041015,1475294,1475294
I33_RS07510,0.0635,0.6516,0.10137,1477132,1477132
I33_RS07515,0.0438,0.3469,0.12623,1478454,1478454
I33_RS07540,0.0065,0.3919,0.0166,1482859.5,1482859.5
I33_RS07545,0.00256666666666667,0.0911333333333333,0.01645,1484727,1484727
I33_RS07555,0.0091,0.285,0.03189,1486485.5,1486485.5
I33_RS07560,0.04415,0.3115,0.152175,1487613.25,1487613.25
I33_RS07565,0.0342,0.26745,0.10754,1488984.25,1488984.25
I33_RS07570,0.0138,0.3171,0.04354,1490315,1490315
I33_RS07575,0.01525,0.3542,0.04274,1491342,1491342
I33_RS07580,0.0075,0.3169,0.0238,1492532,1492532
I33_RS07585,0.0142,0.2108,0.03553,1493504.5,1493504.5
I33_RS07590,0.0044,0.1969,0.02236,1494190,1494190
I33_RS07600,0.05,0.34375,0.14942,1496234.5,1496234.5
I33_RS07605,0.0342,0.26085,0.13703,1498271,1498271
I33_RS07610,0.018,0.2314,0.07766,1499199.5,1499199.5
I33_RS07620,0.0248,0.2648,0.0937,1500767.5,1500767.5
I33_RS07640,0.0439,0.3553,0.1235,1503929.5,1503929.5
I33_RS07645,0.0178,0.2652,0.06709,1505759,1505759
I33_RS07650,0.0267,0.3175,0.08418,1506704.5,1506704.5
I33_RS07655,0.0143,0.2022,0.07052,1507952.5,1507952.5
I33_RS07660,0.00753333333333333,0.220766666666667,0.03209,1509396.33333333,1509396.33333333
I33_RS07665,0.05,0.4563,0.10964,1510625,1510625
I33_RS07675,0.0069,0.2056,0.03349,1511598.5,1511598.5
I33_RS07680,0.0052,0.309,0.01692,1512057.5,1512057.5
I33_RS07695,0.0144,0.3478,0.0414,1515613,1515613
I33_RS07700,0.006,0.2647,0.02341,1517540.75,1517540.75
I33_RS07710,0.0154,0.247,0.06224,1518976,1518976
I33_RS07720,0.0681,0.5002,0.13604,1519709.5,1519709.5
I33_RS07730,0.0227,0.36415,0.05424,1521540.5,1521540.5
I33_RS07750,0.006,0.1971,0.05893,1524422.75,1524422.75
I33_RS07760,0.0048,0.2494,0.01925,1526472,1526472
I33_RS07775,0.00226666666666667,0.140166666666667,0.0193833333333333,1530006,1530006
I33_RS07780,0.0029,0.1904,0.0152,1532576,1532576
I33_RS07790,0.013,0.4114,0.0317,1535015,1535015
I33_RS07795,0.017675,0.270925,0.0631775,1536915.125,1536915.125
I33_RS07800,0.0704,0.2853,0.24661,1538478,1538478
I33_RS07810,0.0501,0.497,0.10072,1539227,1539227
I33_RS07835,0.1279,0.5051,0.25324,1542737.5,1542737.5
I33_RS07855,0.0826,0.2506,0.3297,1544752.5,1544752.5
I33_RS07860,0.05875,0.32845,0.18017,1545577.75,1545577.75
I33_RS07865,0.003,0.2356,0.01274,1547040,1547040
I33_RS07870,0.0101,0.1306,0.07752,1548173,1548173
I33_RS07875,0.02135,0.24435,0.100655,1548743.75,1548743.75
I33_RS07885,0.0032,0.273,0.01168,1550129,1550129
I33_RS07890,0.0545,0.2416,0.22548,1551039.5,1551039.5
I33_RS07900,0.005,0.0936,0.05359,1552552.5,1552552.5
I33_RS07905,0.0286,0.3284,0.087,1553504.5,1553504.5
I33_RS07915,0.0109,0.3183,0.03413,1555908,1555908
I33_RS07925,0.016,0.2439,0.0655,1558494,1558494
I33_RS07930,0.0031,0.1568,0.01962,1559767.5,1559767.5
I33_RS07935,0.0142,0.2314,0.06118,1561001,1561001
I33_RS07940,0.0089,0.2732,0.03262,1562501.5,1562501.5
I33_RS07945,0.0141,0.2596,0.05308,1563989.5,1563989.5
I33_RS07950,0.02255,0.31905,0.069015,1565197.5,1565197.5
I33_RS07955,0.0168,0.31605,0.047665,1566485.5,1566485.5
I33_RS07960,0.0156,0.2171,0.07166,1567848.5,1567848.5
I33_RS07965,0.0107,0.2066,0.046505,1568414.5,1568414.5
I33_RS07970,0.0156,0.1797,0.08661,1569060,1569060
I33_RS07975,0.0157,0.28265,0.053265,1570058.25,1570058.25
I33_RS07985,0.0194,0.2814,0.06909,1571187,1571187
I33_RS07990,0.00835,0.22255,0.03749,1572824.75,1572824.75
I33_RS07995,0.03146,0.2436,0.121302,1576247,1576247
I33_RS08010,0,0.167,0,1580336.5,1580336.5
I33_RS08015,0.0132,0.1323,0.1139,1581430,1581430
I33_RS08020,0.0459,0.5788,0.09644,1582677.75,1582677.75
I33_RS08035,0.0043,0.3422,0.01249,1585181,1585181
I33_RS08055,0.0134,0.3012,0.04436,1587072,1587072
I33_RS08060,0.0111,0.2037,0.05171,1588998,1588998
I33_RS08065,0.0013,0.2242,0.00587,1590867,1590867
I33_RS08075,0.0143,0.2056,0.06952,1592085.5,1592085.5
I33_RS08080,0.0032,0.2036,0.01569,1593118.5,1593118.5
I33_RS08085,0.0081,0.3142,0.02583,1594096.5,1594096.5
I33_RS08090,0.0307,0.3103,0.09879,1595563.5,1595563.5
I33_RS08095,0.0051,0.1169,0.042795,1596626.25,1596626.25
I33_RS08105,0.0037,0.1855,0.0202,1598406,1598406
I33_RS08110,0.0485,0.3523,0.13777,1601433.5,1601433.5
I33_RS08125,0.026,0.208,0.12523,1604243.5,1604243.5
I33_RS08130,0,0.3845,0,1605130.5,1605130.5
I33_RS08135,0.0038,0.126,0.03028,1606021,1606021
I33_RS08140,0.0286,0.3183,0.08975,1606957,1606957
I33_RS08145,0.0455,0.5071,0.08978,1607929,1607929
I33_RS08150,0.02355,0.2833,0.06898,1608806.25,1608806.25
I33_RS08155,0.0336,0.1812,0.18539,1609745,1609745
I33_RS08160,0.0275,0.1208,0.22769,1610513,1610513
I33_RS08165,0.0159,0.211333333333333,0.0764366666666667,1611534,1611534
I33_RS08170,0.00425,0.30235,0.01656,1613753.75,1613753.75
I33_RS08185,0.01375,0.25415,0.05265,1616715,1616715
I33_RS08195,0.0152,0.5214,0.02915,1617665.5,1617665.5
I33_RS08200,0.0152,0.318833333333333,0.0508466666666667,1619722.66666667,1619722.66666667
I33_RS08210,0.0202,0.3642,0.05558,1622023,1622023
I33_RS08215,0.012,0.4039,0.0296,1623198,1623198
I33_RS08225,0.0072,0.3532,0.0204,1625349.5,1625349.5
I33_RS08230,0.0256,0.2145,0.11943,1627334.5,1627334.5
I33_RS08235,0.0307,0.363,0.08467,1628170.5,1628170.5
I33_RS08240,0.0374,0.3571,0.10464,1628986,1628986
I33_RS08245,0.0373,0.283,0.13175,1629657,1629657
I33_RS08260,0.0039,0.2442,0.016,1630732.5,1630732.5
I33_RS08265,0.0189,0.2355,0.08032,1631627,1631627
I33_RS08270,0.0185,0.3269,0.05649,1632782,1632782
I33_RS08275,0.0203,0.4379,0.04633,1633665.5,1633665.5
I33_RS08280,0.0440666666666667,0.298666666666667,0.148883333333333,1635174.66666667,1635174.66666667
I33_RS08285,0.0191,0.3907,0.04878,1636988.5,1636988.5
I33_RS08300,0.0079,0.3335,0.0238,1639301,1639301
I33_RS08315,0.01018,0.2147,0.047806,1642269.3,1642269.3
I33_RS08320,0.0193,0.3104,0.06229,1645279.5,1645279.5
I33_RS08335,0.0301,0.3669,0.08777,1647110.5,1647110.5
I33_RS08360,0.0155,0.2559,0.06066,1649831.5,1649831.5
I33_RS08365,0.0259,0.1777,0.14567,1650761.5,1650761.5
I33_RS08375,0.0188,0.3017,0.06222,1652119.5,1652119.5
I33_RS08380,0.01115,0.26505,0.04408,1653940.75,1653940.75
I33_RS08390,0.0124,0.11145,0.05554,1655371.75,1655371.75
I33_RS08395,0.0083,0.0983,0.08403,1656245,1656245
I33_RS08400,0.0266,0.3754,0.07076,1657272.5,1657272.5
I33_RS08405,0.0064,0.26125,0.024555,1658971,1658971
I33_RS08410,0.0115,0.3317,0.03469,1660846,1660846
I33_RS08415,0.0026,0.1869,0.01367,1662250,1662250
I33_RS08420,0.007,0.1883,0.03696,1663047.5,1663047.5
I33_RS08425,0.0236,0.2687,0.08765,1664039,1664039
I33_RS08430,0.0094,0.362,0.02603,1664887.5,1664887.5
I33_RS08435,0.0038,0.1159,0.03275,1666084.5,1666084.5
I33_RS08450,0.0118,0.3402,0.03476,1668340,1668340
I33_RS08465,0.0251,0.3437,0.069635,1671021.5,1671021.5
I33_RS08470,0.0041,0.0364,0.11253,1671994,1671994
I33_RS08480,0.00676666666666667,0.0825666666666667,0.344616666666667,1673538.16666667,1673538.16666667
I33_RS08485,0.0183,0.1409,0.13009,1674452,1674452
I33_RS08490,0.022,0.2531,0.0871,1674909,1674909
I33_RS08495,0.01,0.2655,0.03761,1675539.5,1675539.5
I33_RS08505,0.0048,0.16295,0.016015,1676585.75,1676585.75
I33_RS08510,0.0318,0.2199,0.14451,1677834.5,1677834.5
I33_RS08520,0.0687,0.2646,0.25982,1679112,1679112
I33_RS08530,0.0156,0.2515,0.06194,1680120.5,1680120.5
I33_RS08535,0.0075,0.1816,0.04115,1681009.5,1681009.5
I33_RS08540,0.0016,0.1781,0.00881,1682068,1682068
I33_RS08545,0.0332,0.2478,0.13382,1683026.5,1683026.5
I33_RS08550,0.0075,0.4034,0.01854,1684698.5,1684698.5
I33_RS08560,0.0062,0.3769,0.01645,1686465.5,1686465.5
I33_RS08565,0.0058,0.1665,0.041905,1688015.25,1688015.25
I33_RS08580,0,0.2697,0,1690508.5,1690508.5
I33_RS08585,0.0232,0.1409,0.16449,1691471,1691471
I33_RS08590,0.0124,0.2254,0.05485,1691893,1691893
I33_RS08600,0.0138,0.2817,0.0489,1693308.5,1693308.5
I33_RS08610,0.035,0.3442,0.10161,1695564,1695564
I33_RS08620,0.0117,0.3496,0.0334,1696538,1696538
I33_RS08625,0.021,0.22195,0.142545,1697687.75,1697687.75
I33_RS08630,0.0764,0.2515,0.30393,1699006.5,1699006.5
I33_RS08635,0.03875,0.386025,0.0949725,1700784.25,1700784.25
I33_RS08640,0.0108142857142857,0.212128571428571,0.0583,1704040.5,1704040.5
I33_RS08650,0.021,0.3615,0.05816,1707141.5,1707141.5
I33_RS08665,0.0177,0.26685,0.065975,1709510.75,1709510.75
I33_RS08680,0.0125,0.3027,0.04114,1711960.5,1711960.5
I33_RS08685,0.0213,0.25285,0.085385,1712854,1712854
I33_RS08695,0.0106666666666667,0.1794,0.0636333333333333,1714989,1714989
I33_RS08700,0.00415,0.1593,0.023865,1716549,1716549
I33_RS08705,0.051,0.1107,0.286855,1717920.25,1717920.25
I33_RS08715,0.0088,0.1893,0.0464,1719215.5,1719215.5
I33_RS08720,0,0.1309,0,1720163,1720163
I33_RS08725,0.0119,0.2404,0.04965,1720804.5,1720804.5
I33_RS08730,0.0127,0.1869,0.067775,1722007,1722007
I33_RS08735,0.0098,0.1731,0.0567,1723446.5,1723446.5
I33_RS08740,0.0287,0.3019,0.09518,1724666,1724666
I33_RS08745,0.0146,0.2762,0.05288,1726177,1726177
I33_RS08760,0.0063,0.3082,0.02047,1729289.5,1729289.5
I33_RS08770,0.0029,0.0824,0.0352,1732011,1732011
I33_RS08775,0.0049,0.101466666666667,0.0621133333333333,1733398.5,1733398.5
I33_RS08780,0.0145,0.1107,0.13109,1734182.5,1734182.5
I33_RS08795,0.00945,0.0928,0.10454,1736462.75,1736462.75
I33_RS08800,0.0222,0.3233,0.06862,1737350.5,1737350.5
I33_RS08805,0.0207,0.3302,0.06259,1738309,1738309
I33_RS08815,0.0092,0.2405,0.03843,1740441.5,1740441.5
I33_RS08820,0.01855,0.23495,0.07817,1742664.5,1742664.5
I33_RS08825,0.0108,0.276,0.03902,1744052.5,1744052.5
I33_RS08835,0.0091,0.2746,0.03301,1745564,1745564
I33_RS08840,0.0092,0.1713,0.05351,1746511,1746511
I33_RS08845,0.00785,0.28265,0.0284,1748267,1748267
I33_RS08860,0.018,0.345333333333333,0.0468066666666667,1751287.33333333,1751287.33333333
I33_RS08865,0.014,0.2892,0.04846,1753459.5,1753459.5
I33_RS08870,0.0088,0.3014,0.02918,1755146,1755146
I33_RS08875,0.0119,0.3741,0.0317,1756238,1756238
I33_RS08885,0.0335,0.3663,0.09143,1757674,1757674
I33_RS08895,0.0098,0.268,0.03648,1758960,1758960
I33_RS08900,0.0358,0.4054,0.08838,1760019,1760019
I33_RS08905,0.01395,0.1346,0.140075,1761366.25,1761366.25
I33_RS08915,0.0145,0.279,0.05212,1763847,1763847
I33_RS08920,0.0053,0.1504,0.03492,1765168,1765168
I33_RS08925,0.0427,0.3153,0.13546,1766446.5,1766446.5
I33_RS08935,0.0141181818181818,0.2498,0.0501454545454545,1773639.90909091,1773639.90909091
I33_RS09120,0.0507,0.3694,0.13726,1860861,1860861
I33_RS09145,0.0224,0.3148,0.07101,1864451,1864451
I33_RS09150,0.1043,0.3708,0.28137,1865583.5,1865583.5
I33_RS09155,0.0311,0.4415,0.07044,1866087,1866087
I33_RS09165,0.0465,0.2342,0.19874,1867926,1867926
I33_RS09170,0.017,0.0684,0.248,1868792,1868792
I33_RS09175,0.0057,0.4849,0.01185,1870041,1870041
I33_RS09180,0.0319,0.3559,0.08958,1872438,1872438
I33_RS09185,0.0581,0.3134,0.18521,1873195.5,1873195.5
I33_RS09190,0.0086,0.31545,0.02845,1875312.5,1875312.5
I33_RS09200,0.0068,0.0853,0.08001,1878162.5,1878162.5
I33_RS09290,0.0346,0.2916,0.11858,1894145.5,1894145.5
I33_RS09345,0.0302,0.495,0.064375,1903200.5,1903200.5
I33_RS09350,0.1286,0.5225,0.24619,1904125.5,1904125.5
I33_RS09355,0.1854,0.2598,0.71352,1904571,1904571
I33_RS09380,0.0531,0.4371,0.12157,1907107,1907107
I33_RS09405,0.0766,0.3115,0.24606,1911872.5,1911872.5
I33_RS09420,0.0686,0.3881,0.17668,1912644.5,1912644.5
I33_RS09435,0.0729,0.409,0.17813,1913767,1913767
I33_RS09450,0.04275,0.31425,0.156375,1915921.25,1915921.25
I33_RS09455,0.020575,0.28205,0.072295,1918789.75,1918789.75
I33_RS09465,0.0161,0.3004,0.05363,1922240,1922240
I33_RS09470,0.0064,0.137766666666667,0.05458,1923057.66666667,1923057.66666667
I33_RS09475,0.0115,0.2199,0.05209,1924209.5,1924209.5
I33_RS09480,0.0261,0.2762,0.0894133333333333,1925256.66666667,1925256.66666667
I33_RS09485,0.0042,0.54955,0.00929,1926290,1926290
I33_RS09500,0.0426,0.3105,0.1371,1929732.5,1929732.5
I33_RS09505,0.0236333333333333,0.548033333333333,0.05512,1930983.5,1930983.5
I33_RS09510,0.02105,0.36495,0.0578,1932542.5,1932542.5
I33_RS09535,0.008,0.3367,0.02374,1936658,1936658
I33_RS09545,0.0334,0.6812,0.04901,1939595,1939595
I33_RS09560,0.0657,0.36975,0.1774,1941825,1941825
I33_RS09570,0.1639,1.80545,0.07992,1946820,2268786
I33_RS09575,0.0302555555555556,0.385711111111111,0.08302,1952276.38888889,2263329.61111111
I33_RS09580,0.0313,0.3906,0.07996,1959341.25,2256264.75
I33_RS09660,0.07,0.3574,0.19591,1999077.5,2216528.5
I33_RS09665,0.0531,0.3525,0.15056,2000337.5,2215268.5
I33_RS09680,0.0204,0.4311,0.04722,2002909.5,2212696.5
I33_RS13510,0.0822,0.7753,0.10601,2716450,1499156
I33_RS13515,0.0954,0.896,0.10649,2717572.5,1498033.5
I33_RS13685,0.0151,0.588,0.02573,2754705.5,1460900.5
I33_RS13690,0.04,0.7288,0.05487,2754969.5,1460636.5
I33_RS13700,0.0298,0.4031,0.07397,2756835,1458771
I33_RS13710,0.0027,0.4248,0.0063,2757745,1457861
I33_RS13715,0.052,0.3227,0.16109,2759017.5,1456588.5
I33_RS13720,0.0035,0.3496,0.0099,2760646.5,1454959.5
I33_RS13725,0.0246666666666667,0.2676,0.111813333333333,2762086.83333333,1453519.16666667
I33_RS13745,0.0364,0.332,0.10958,2767250.5,1448355.5
I33_RS13760,0.0209,0.5138,0.04061,2769240.5,1446365.5
I33_RS13795,0.0343,0.3643,0.09362,2776423.75,1439182.25
I33_RS13800,0.0718,0.2582,0.27808,2778295,1437311
I33_RS13805,0.0202,0.3039,0.06648,2779862,1435744
I33_RS13810,0.0188,0.434,0.04339,2780709,1434897
I33_RS13815,0.0061,0.262,0.02339,2782680,1432926
I33_RS13825,0.0175,0.3234,0.05416,2784803,1430803
I33_RS13830,0.0164,0.3195,0.05134,2785570.5,1430035.5
I33_RS13835,0.0199,0.2806,0.07086,2786603.5,1429002.5
I33_RS13840,0.02855,0.2875,0.09874,2787822,1427784
I33_RS13845,0.0186333333333333,0.250866666666667,0.0838533333333333,2789110,1426496
I33_RS13850,0.0186,0.293,0.06355,2790563,1425043
I33_RS13860,0,0.1943,0,2792535.5,1423070.5
I33_RS13865,0.01535,0.243275,0.066605,2794985.5,1420620.5
I33_RS13875,0.0091,0.2535,0.03597,2797240.5,1418365.5
I33_RS13885,0,0.0205,0,2797956,1417650
I33_RS13895,0.0158,0.2697,0.05871,2799492,1416114
I33_RS13905,0.0164,0.4066,0.04022,2801671.5,1413934.5
I33_RS13920,0.0067,0.1135,0.05865,2805596.5,1410009.5
I33_RS13925,0.0327,0.2164,0.15115,2805936,1409670
I33_RS13930,0.0077,0.2881,0.02661,2807485.5,1408120.5
I33_RS13945,0.0096,0.2409,0.03995,2809970.5,1405635.5
I33_RS13955,0.0194,0.2273,0.08532,2811128.5,1404477.5
I33_RS13965,0.01325,0.3081,0.04459,2813496.75,1402109.25
I33_RS13970,0.0192,0.4262,0.04499,2815632,1399974
I33_RS13980,0.0159,0.2859,0.05558,2817172,1398434
I33_RS13985,0.0583,0.3219,0.18123,2818765,1396841
I33_RS13990,0.0261,0.27425,0.107085,2819910.5,1395695.5
I33_RS13995,0.0019,0.2529,0.00754,2821631,1393975
I33_RS14000,0.0089,0.1106,0.08019,2823157,1392449
I33_RS14015,0.01735,0.30805,0.057345,2825323.5,1390282.5
I33_RS14025,0.0264,0.4164,0.06341,2828006.5,1387599.5
I33_RS14030,0.0265,0.16355,0.293975,2829821,1385785
I33_RS14035,0.0606,0.3096,0.19565,2831452,1384154
I33_RS14040,0.0147,0.3399,0.04312,2832172.5,1383433.5
I33_RS14045,0.0076,0.1631,0.09284,2832928.25,1382677.75
I33_RS14055,0.0147,0.3472,0.04225,2834413,1381193
I33_RS14060,0.0067,0.3624,0.02187,2835354.5,1380251.5
I33_RS14065,0.017,0.3072,0.059295,2836815.5,1378790.5
I33_RS14075,0.0216,0.2675,0.08076,2838122.5,1377483.5
I33_RS14085,0.0358,0.3015,0.1188,2839365.5,1376240.5
I33_RS14100,0.0572333333333333,0.319466666666667,0.179166666666667,2844505.5,1371100.5
I33_RS14105,0.062,0.1832,0.33855,2845154.5,1370451.5
I33_RS14110,0.0209,0.1453,0.14409,2845607.5,1369998.5
I33_RS14115,0.0415,0.3213,0.12931,2846500.5,1369105.5
I33_RS14120,0.0577,0.3583,0.16102,2847466,1368140
I33_RS14125,0.0743,0.3588,0.20699,2848692.5,1366913.5
I33_RS14130,0.0602,0.2994,0.20099,2850141.5,1365464.5
I33_RS14140,0.0201,0.3022,0.06642,2851393.5,1364212.5
I33_RS14145,0.0043,0.3512,0.01212,2851825.5,1363780.5
I33_RS14150,0.01005,0.1737,0.065145,2853787,1361819
I33_RS14155,0.0096,0.1115,0.048625,2855176.5,1360429.5
I33_RS14160,0.0104,0.18885,0.09045,2856036.75,1359569.25
I33_RS14175,0.0136,0.20525,0.06651,2859248.5,1356357.5
I33_RS14180,0.0016,0.1745,0.00911,2860271,1355335
I33_RS14185,0.0014,0.2756,0.0051,2861241.5,1354364.5
I33_RS14190,0.0239,0.18815,0.128695,2862522,1353084
I33_RS14200,0.0485,0.3591,0.1352,2863793,1351813
I33_RS14205,0.0452,0.295,0.15309,2864694,1350912
I33_RS14215,0.0089,0.2631,0.03401,2867985,1347621
I33_RS14225,0,0.1095,0,2869849.5,1345756.5
I33_RS14230,0.04995,0.2477,0.20683,2870871.25,1344734.75
I33_RS14240,0.11135,0.28835,0.33737,2872313,1343293
I33_RS14245,0.014,0.3164,0.04426,2873526,1342080
I33_RS14250,0.0303,0.310766666666667,0.0921966666666667,2875559.16666667,1340046.83333333
I33_RS14255,0,0.179,0,2877343,1338263
I33_RS14260,0.007,0.2559,0.02738,2878449.5,1337156.5
I33_RS14265,0.0327,0.3319,0.09847,2879611.5,1335994.5
I33_RS14270,0.0025,0.2844,0.00871,2880172.5,1335433.5
I33_RS14275,0.0054,0.3286,0.01639,2881631,1333975
I33_RS14285,0.0084,0.3672,0.02301,2883800,1331806
I33_RS14290,0.0011,0.198,0.00548,2885412,1330194
I33_RS14300,0.0061,0.1888,0.03208,2886952,1328654
I33_RS14305,0.0188,0.3963,0.04732,2888319,1327287
I33_RS14310,0.0254,0.3416,0.07449,2889241,1326365
I33_RS14315,0.005,0.255,0.01945,2890261,1325345
I33_RS14320,0.0184,0.243,0.07564,2891568.5,1324037.5
I33_RS14325,0.0127,0.3449,0.03686,2892908.5,1322697.5
I33_RS14335,0.0056,0.32625,0.022405,2894595.75,1321010.25
I33_RS14350,0.0429,0.4466,0.09617,2899134.5,1316471.5
I33_RS14355,0.0172,0.4062,0.04222,2899533.5,1316072.5
I33_RS14360,0.0127666666666667,0.2654,0.0594466666666667,2900878.5,1314727.5
I33_RS14365,0.0215,0.3591,0.05997,2902552,1313054
I33_RS14370,0.0207,0.4617,0.04493,2903624.5,1311981.5
I33_RS14375,0.003,0.1471,0.02008,2904263,1311343
I33_RS14380,0.0184666666666667,0.202266666666667,0.0595066666666667,2905358.66666667,1310247.33333333
I33_RS14390,0.0015,0.2623,0.00586,2907215,1308391
I33_RS14395,0,0.1233,0,2908431.5,1307174.5
I33_RS14400,0,0.1386,0,2909253,1306353
I33_RS14405,0.0092,0.2795,0.03276,2909681.5,1305924.5
I33_RS14420,0.014,0.2957,0.04752,2912002,1303604
I33_RS14425,0,0.353,0,2913181,1302425
I33_RS14435,0.0266,0.3315,0.08029,2914404.5,1301201.5
I33_RS14440,0.0271,0.3604,0.07509,2915853.5,1299752.5
I33_RS14445,0.0146,0.244,0.05897,2917522.5,1298083.5
I33_RS14450,0.0235,0.2995,0.07853,2919487,1296119
I33_RS14455,0.0069,0.1569,0.04409,2920719,1294887
I33_RS14460,0.0137,0.2808,0.04889,2922114.5,1293491.5
I33_RS14475,0.0196,0.2446,0.08003,2924170,1291436
I33_RS14480,0.0141,0.2043,0.069,2925366.5,1290239.5
I33_RS14485,0.01705,0.1322,0.147555,2925951.25,1289654.75
I33_RS14490,0.0195,0.3447,0.05671,2926608,1288998
I33_RS14525,0.0079,0.2406,0.03264,2929955,1285651
I33_RS14530,0.0541,0.2768,0.19562,2931200,1284406
I33_RS14535,0.0068,0.1832,0.03699,2931799.5,1283806.5
I33_RS14545,0.0325,0.3681,0.08821,2933888,1281718
I33_RS14550,0.036,0.4541,0.07928,2935264,1280342
I33_RS14555,0.0497,0.4052,0.12254,2936088,1279518
I33_RS14560,0.0109,0.3658,0.02975,2937310,1278296
I33_RS14565,0.0018,0.3804,0.00477,2939081,1276525
I33_RS14570,0.0156,0.3898,0.0399,2940273.5,1275332.5
I33_RS14575,0.0092,0.295,0.0313,2941167.5,1274438.5
I33_RS14580,0.018,0.3878,0.0463,2942324.5,1273281.5
I33_RS14585,0.0696,0.4832,0.14395,2943595,1272011
I33_RS14590,0.0101,0.2947,0.03439,2945339.5,1270266.5
I33_RS14600,0.0323,0.3381,0.09548,2946530,1269076
I33_RS14605,0.0139,0.3,0.04618,2948130,1267476
I33_RS14610,0.0302,0.4815,0.06269,2949538.5,1266067.5
I33_RS14620,0.0128,0.3196,0.04012,2950763.5,1264842.5
I33_RS14625,0.0149666666666667,0.192333333333333,0.0494433333333333,2952040.16666667,1263565.83333333
I33_RS14630,0,0.0448,0,2953079.5,1262526.5
I33_RS14635,0.0764,0.1108,0.68961,2954354,1261252
I33_RS14640,0.0182,0.224266666666667,0.08057,2955465.33333333,1260140.66666667
I33_RS14645,0.0244,0.2685,0.09091,2957388.5,1258217.5
I33_RS14650,0.0192,0.2969,0.06457,2958823.5,1256782.5
I33_RS14655,0.0042,0.2926,0.01437,2960222.5,1255383.5
I33_RS14660,0.0304,0.2789,0.10883,2962008.5,1253597.5
I33_RS14785,0.0282,0.3069,0.09204,2970459,1245147
I33_RS14795,0.0134,0.2979,0.04514,2972744,1242862
I33_RS14810,0.013,0.2919,0.04452,2974503,1241103
I33_RS14820,0.0229,0.3118,0.07346,2976933,1238673
I33_RS14835,0.0075,0.1464,0.05099,2979203,1236403
I33_RS14840,0.0064,0.1991,0.03238,2980351.5,1235254.5
I33_RS14850,0.0088,0.1964,0.04492,2981710,1233896
I33_RS14855,0.0131,0.2509,0.06116,2983278.25,1232327.75
I33_RS14870,0.0127,0.3032,0.04197,2985666.5,1229939.5
I33_RS14875,0.0043,0.2033,0.02119,2987067.5,1228538.5
I33_RS14880,0.007,0.1928,0.03637,2988210.5,1227395.5
I33_RS14885,0.0047,0.1486,0.03159,2989138,1226468
I33_RS14895,0.0058,0.2818,0.02046,2990516,1225090
I33_RS14905,0.0195,0.2871,0.06804,2992942.5,1222663.5
